 	Area	StdDev	XM	YM	Slice
735	363	9643.884	439.401	164.835	245
736	463	4111.091	295.785	162.584	246
737	440	5568.463	368.160	162.466	246
738	440	5719.944	438.822	164.686	246
739	247	9276.211	295.338	162.529	247
740	225	10982.747	367.948	163.059	247
741	229	11360.419	438.827	165.431	247
742	419	7307.559	295.419	162.631	248
743	366	9382.548	368.154	162.870	248
744	374	9385.377	438.969	165.564	248
745	455	4393.889	295.553	162.775	249
746	445	5524.689	367.942	162.878	249
747	445	5379.638	438.567	165.536	249
748	253	9099.736	295.097	162.482	250
749	225	11035.685	367.712	162.719	250
750	230	11346.810	438.626	165.392	250
751	423	7095.419	295.128	162.922	251
752	360	9452.820	367.946	162.717	251
753	365	9613.454	438.777	165.413	251
754	439	5597.854	367.852	162.172	252
755	471	4343.021	295.516	162.720	252
756	440	5685.334	438.521	164.605	252
757	258	9246.934	295.313	162.500	253
758	224	10995.166	367.901	161.882	253
759	228	11283.891	438.780	164.229	253
760	423	7379.989	295.303	162.905	254
761	360	9460.601	367.925	161.909	254
762	355	9812.989	438.763	164.307	254
763	446	5568.768	367.854	161.612	255
764	469	4488.974	295.605	162.613	255
765	443	5696.756	438.487	164.063	255
766	242	9594.405	295.238	162.932	256
767	225	10974.319	367.780	162.312	256
768	228	11251.835	438.611	164.731	256
769	404	7946.704	295.099	163.055	257
770	337	9796.253	367.688	162.146	257
771	330	10109.431	438.564	164.613	257
772	441	6032.457	367.726	161.928	258
773	465	4990.471	295.211	162.587	258
774	442	6278.418	438.380	164.337	258
775	226	11013.576	367.808	161.548	259
776	243	9590.472	295.360	162.766	259
777	228	11250.641	438.686	163.564	259
778	399	7972.216	295.238	163.099	260
779	328	9876.138	367.922	161.312	260
780	314	10390.958	438.770	163.087	260
781	438	6152.060	367.812	160.852	261
782	459	5144.623	295.306	162.590	261
783	439	6516.771	438.447	162.643	261
784	224	10919.048	368.069	160.596	262
785	246	9782.685	295.587	163.186	262
786	226	11174.222	438.907	162.294	262
787	323	9970.651	368.171	160.525	263
788	397	8099.252	295.650	163.564	263
789	308	10422.600	438.977	162.510	263
790	436	6243.924	367.897	160.213	264
791	440	6524.836	438.544	161.930	264
792	454	5109.876	295.355	162.669	264
793	219	10872.162	367.766	160.914	265
794	266	9720.992	295.251	163.983	265
795	223	11199.972	438.608	162.507	265
796	314	10058.675	367.987	160.870	266
797	305	10507.295	438.855	162.489	266
798	401	8168.500	295.424	163.975	266
799	439	6313.897	367.827	160.531	267
800	439	6690.515	438.536	161.917	267
801	451	5029.652	294.942	163.153	267
802	221	10877.400	368.224	161.102	268
803	264	9831.725	295.568	163.782	268
804	225	11161.794	439.039	162.767	268
805	289	10394.372	368.205	160.823	269
806	278	10819.355	439.122	162.529	269
807	396	8124.426	295.300	163.578	269
808	438	6544.779	368.348	160.806	270
809	452	5042.672	295.389	162.966	270
810	434	6853.580	439.022	162.619	270
811	221	10884.567	368.415	160.916	271
812	269	9639.945	295.677	163.808	271
813	225	11211.195	439.287	162.155	271
814	308	10184.697	368.460	160.721	272
815	404	7706.300	295.317	163.600	272
816	311	10351.229	439.333	161.890	272
817	435	6383.901	368.528	160.488	273
818	445	6267.909	439.177	161.850	273
819	454	4703.939	295.730	163.134	273
820	223	10885.130	368.276	160.554	274
821	263	9195.367	295.400	163.448	274
822	223	11184.630	439.120	162.463	274
823	428	7542.038	295.104	163.256	275
824	290	10367.045	368.111	160.381	275
825	304	10532.416	439.063	162.114	275
826	438	6485.724	368.120	160.101	276
827	441	6564.415	438.759	161.838	276
828	453	4751.521	295.212	162.888	276
829	224	10912.841	368.629	160.049	277
830	228	11181.825	439.532	160.840	277
831	270	9243.925	295.879	164.048	277
832	293	10379.459	368.640	159.716	278
833	296	10573.929	439.561	160.777	278
834	436	7585.314	295.883	163.456	278
835	434	6485.399	368.432	159.672	279
836	436	6687.030	439.130	160.618	279
837	448	4869.518	295.541	162.938	279
838	218	10893.382	368.767	158.900	280
839	226	11197.156	439.656	159.627	280
840	264	9274.728	296.111	163.711	280
841	303	10489.201	439.740	159.265	281
842	298	10334.521	368.873	158.739	281
843	416	7820.408	296.269	163.139	281
844	433	6409.165	368.757	158.351	282
845	443	6389.690	439.459	159.001	282
846	450	5069.153	296.312	162.419	282
847	221	10928.719	368.875	158.117	283
848	229	11235.661	439.734	158.590	283
849	341	9956.409	439.931	158.105	284
850	311	10157.226	368.993	157.942	284
851	407	7848.415	296.196	163.183	284
852	439	6295.539	368.977	157.650	285
853	442	6185.918	439.649	157.871	285
854	448	5218.570	296.495	162.395	285
855	219	10921.131	369.160	157.816	286
856	224	11316.990	440.072	158.012	286
857	260	8775.630	296.421	162.999	286
858	338	9854.795	369.108	157.739	287
859	357	9689.297	439.997	157.985	287
860	408	7743.997	296.023	162.808	287
861	442	6074.875	369.087	157.636	288
862	446	5679.421	439.769	158.030	288
863	451	5271.233	296.555	162.294	288
864	225	11036.894	368.671	157.660	289
865	230	11362.735	439.555	158.205	289
866	265	8899.539	295.741	161.928	289
867	341	9745.612	368.609	157.404	290
868	378	9323.053	439.391	157.765	290
869	368	7874.108	294.942	161.549	290
870	438	5880.825	368.352	157.233	291
871	446	5071.234	438.936	157.774	291
872	448	5356.000	295.367	161.281	291
873	225	10987.658	368.401	157.827	292
874	225	11311.757	439.300	158.391	292
875	263	9073.756	295.323	161.955	292
876	361	9629.982	439.392	158.295	293
877	326	9895.926	368.450	157.740	293
878	363	7846.729	294.656	161.414	293
879	438	6072.463	368.308	157.400	294
880	445	5682.101	438.980	157.969	294
881	448	5339.127	295.180	160.906	294
882	222	10925.914	368.401	157.882	295
883	227	11303.464	439.285	158.170	295
884	252	9199.979	295.347	162.103	295
885	335	9611.842	368.831	157.905	296
886	363	9352.214	439.691	158.221	296
887	357	7887.228	295.233	161.809	296
888	436	5988.099	368.559	157.640	297
889	447	5579.843	439.271	158.025	297
890	445	5253.529	295.558	161.277	297
891	224	10857.661	368.944	158.433	298
892	225	11251.606	439.750	158.691	298
893	262	9353.181	295.893	162.311	298
894	332	10079.298	439.512	158.739	299
895	365	8143.446	294.998	162.123	299
896	295	10244.978	368.563	158.632	299
897	438	6517.502	368.400	157.970	300
898	443	6129.366	439.039	158.158	300
899	444	5435.371	295.363	161.558	300
